icao,iem_id,name,lat,lon,tz,country,cat_ils,cat_ils_confidence,size
YGLI,YGLI,Glen Innes Airport,-29.676,151.6912,Australia/Sydney,AU,CATI,assumed,medium
YGPT,YGPT,Garden Point Airport,-11.3997,130.4256,Australia/Darwin,AU,CATI,assumed,medium
YGTE,YGTE,Groote Eylandt Airport,-13.9724,136.4586,Australia/Darwin,AU,CATI,assumed,medium
YGTH,YGTH,Griffith Airport,-34.2508,146.067,Australia/Sydney,AU,CATI,assumed,medium
YHAY,YHAY,Hay Airport,-34.5314,144.83,Australia/Sydney,AU,CATI,assumed,medium
YHBA,YHBA,Hervey Bay Airport,-25.3201,152.8807,Australia/Brisbane,AU,CATI,assumed,medium
YHID,YHID,Horn Island Airport,-10.5856,142.2928,Australia/Brisbane,AU,CATI,assumed,medium
YHLC,YHLC,Halls Creek Airport,-18.2339,127.67,Australia/Perth,AU,CATI,assumed,medium
YHML,YHML,Hamilton Airport,-37.6489,142.065,Australia/Melbourne,AU,CATI,assumed,medium
YHOT,YHOT,Mount Hotham Airport,-37.0475,147.334,Australia/Melbourne,AU,CATI,assumed,medium
YHPN,YHPN,Hopetoun Airport,-35.7153,142.36,Australia/Melbourne,AU,CATI,assumed,medium
YHSM,YHSM,Horsham Airport,-36.6697,142.173,Australia/Melbourne,AU,CATI,assumed,medium
YIVL,YIVL,Inverell Airport,-29.8883,151.144,Australia/Sydney,AU,CATI,assumed,medium
YKER,YKER,Kerang Airport,-35.7514,143.939,Australia/Melbourne,AU,CATI,assumed,medium
YKII,YKII,King Island Airport,-39.8775,143.878,Australia/Hobart,AU,CATI,assumed,medium
YKMP,YKMP,Kempsey Airport,-31.0723,152.7653,Australia/Sydney,AU,CATI,assumed,medium
YKOW,YKOW,Kowanyama Airport,-15.4854,141.7526,Australia/Brisbane,AU,CATI,assumed,medium
YKRY,YKRY,Kingaroy Airport,-26.5811,151.8399,Australia/Brisbane,AU,CATI,assumed,medium
YKSC,YKSC,Kingscote Airport,-35.7139,137.521,Australia/Adelaide,AU,CATI,assumed,medium
YLEC,YLEC,Leigh Creek Airport,-30.5983,138.426,Australia/Adelaide,AU,CATI,assumed,medium
YLEO,YLEO,Leonora Airport,-28.8781,121.315,Australia/Perth,AU,CATI,assumed,medium
YLHR,YLHR,Lockhart River Airport,-12.7869,143.305,Australia/Brisbane,AU,CATI,assumed,medium
YLIS,YLIS,Lismore Airport,-28.8307,153.2584,Australia/Sydney,AU,NONE,aip,medium
YLRD,YLRD,Lightning Ridge Airport,-29.4529,147.9771,Australia/Sydney,AU,CATI,assumed,medium
YLRE,YLRE,Longreach Airport,-23.4342,144.28,Australia/Brisbane,AU,CATI,assumed,medium
YLST,YLST,Leinster Airport,-27.8433,120.703,Australia/Perth,AU,CATI,assumed,medium
YLTV,YLTV,Latrobe Valley Airport,-38.211,146.4708,Australia/Melbourne,AU,CATI,assumed,medium
YMAY,YMAY,Albury Airport,-36.0668,146.9591,Australia/Sydney,AU,CATI,assumed,medium
YMBA,YMBA,Mareeba Airport,-17.0703,145.4242,Australia/Brisbane,AU,CATI,assumed,medium
YMDG,YMDG,Mudgee Airport,-32.5648,149.6095,Australia/Sydney,AU,CATI,assumed,medium
YMEK,YMEK,Meekatharra Airport,-26.6117,118.548,Australia/Perth,AU,CATI,assumed,medium
YMEN,YMEN,Melbourne Essendon Airport,-37.7281,144.902,Australia/Melbourne,AU,CATI,assumed,medium
YMER,YMER,Merimbula Airport,-36.9086,149.901,Australia/Sydney,AU,CATI,assumed,medium
YMES,YMES,RAAF Base East Sale,-38.0989,147.149,Australia/Melbourne,AU,CATI,assumed,medium
YMGD,YMGD,Maningrida Airport,-12.0561,134.234,Australia/Darwin,AU,CATI,assumed,medium
YMIA,YMIA,Mildura Airport,-34.2292,142.086,Australia/Melbourne,AU,CATI,assumed,medium
YMLT,YMLT,Launceston Airport,-41.5449,147.2108,Australia/Hobart,AU,CATI,assumed,medium
YMMB,YMMB,Melbourne Moorabbin Airport,-37.9778,145.0998,Australia/Melbourne,AU,CATI,assumed,medium
YMNE,YMNE,Mount Keith Airport,-27.2873,120.5549,Australia/Perth,AU,CATI,assumed,medium
YMOG,YMOG,Mount Magnet Airport,-28.1161,117.842,Australia/Perth,AU,CATI,assumed,medium
YMOR,YMOR,Moree Airport,-29.4989,149.845,Australia/Sydney,AU,CATI,assumed,medium
YMRB,YMRB,Moranbah Airport,-22.0578,148.077,Australia/Brisbane,AU,CATI,assumed,medium
YMRE,YMRE,Marree Airport,-29.6633,138.065,Australia/Adelaide,AU,CATI,assumed,medium
YMRY,YMRY,Moruya Airport,-35.8978,150.144,Australia/Sydney,AU,CATI,assumed,medium
YMTG,YMTG,Mount Gambier Airport,-37.7444,140.7806,Australia/Adelaide,AU,CATI,assumed,medium
YNAR,YNAR,Narrandera Airport,-34.7022,146.512,Australia/Sydney,AU,CATI,assumed,medium
YNBR,YNBR,Narrabri Airport,-30.3192,149.827,Australia/Sydney,AU,CATI,assumed,medium
YNGU,YNGU,Ngukurr Airport,-14.7228,134.747,Australia/Darwin,AU,CATI,assumed,medium
YNKR,YNKR,Nackeroo Airfield,-15.578,130.476,Australia/Darwin,AU,CATI,assumed,medium
YNRM,YNRM,Narromine Airport,-32.2147,148.225,Australia/Sydney,AU,CATI,assumed,medium
YNTN,YNTN,Normanton Airport,-17.6841,141.0697,Australia/Brisbane,AU,CATI,assumed,medium
YNWN,YNWN,Newman Airport,-23.4178,119.803,Australia/Perth,AU,CATI,assumed,medium
YORG,YORG,Orange Airport,-33.382,149.1313,Australia/Sydney,AU,CATI,assumed,medium
YPAG,YPAG,Port Augusta Airport,-32.5069,137.717,Australia/Adelaide,AU,CATI,assumed,medium
YPBO,YPBO,Paraburdoo Airport,-23.1711,117.745,Australia/Perth,AU,CATI,assumed,medium
YPEA,YPEA,RAAF Base Pearce,-31.6678,116.015,Australia/Perth,AU,CATI,assumed,medium
YPED,YPED,RAAF Base Edinburgh,-34.7057,138.6156,Australia/Adelaide,AU,CATI,assumed,medium
YPGV,YPGV,Gove Airport,-12.2694,136.818,Australia/Darwin,AU,CATI,assumed,medium
YPIR,YPIR,Port Pirie Airport,-33.2389,137.995,Australia/Adelaide,AU,CATI,assumed,medium
YPJT,YPJT,Perth Jandakot Airport,-32.0975,115.881,Australia/Perth,AU,CATI,assumed,medium
YPKA,YPKA,Karratha Airport,-20.7122,116.773,Australia/Perth,AU,CATI,assumed,medium
YPKG,YPKG,Kalgoorlie Boulder Airport,-30.7915,121.4646,Australia/Perth,AU,CATI,assumed,medium
YPKS,YPKS,Parkes Airport,-33.1314,148.239,Australia/Sydney,AU,CATI,assumed,medium
YPKT,YPKT,Port Keats Airport,-14.2497,129.5295,Australia/Darwin,AU,CATI,assumed,medium
YPKU,YPKU,East Kimberley Regional (Kununurra) Airport,-15.7781,128.708,Australia/Perth,AU,CATI,assumed,medium
YPLC,YPLC,Port Lincoln Airport,-34.6053,135.88,Australia/Adelaide,AU,CATI,assumed,medium
YPLM,YPLM,Learmonth Airport,-22.2352,114.09,Australia/Perth,AU,CATI,assumed,medium
YPMQ,YPMQ,Port Macquarie Airport,-31.4358,152.863,Australia/Sydney,AU,CATI,assumed,medium
YPOD,YPOD,Portland Airport,-38.3181,141.471,Australia/Melbourne,AU,CATI,assumed,medium
YPTN,YPTN,Tindal Airport,-14.5211,132.378,Australia/Darwin,AU,CATI,assumed,medium
YQLP,YQLP,Quilpie Airport,-26.6092,144.2537,Australia/Brisbane,AU,CATI,assumed,medium
YREN,YREN,Renmark Airport,-34.1964,140.674,Australia/Adelaide,AU,CATI,assumed,medium
YROM,YROM,Roma Airport,-26.545,148.775,Australia/Brisbane,AU,CATI,assumed,medium
YSBK,YSBK,Sydney Bankstown Airport,-33.9236,150.9908,Australia/Sydney,AU,CATI,assumed,medium
YSCB,YSCB,Canberra Airport,-35.3069,149.195,Australia/Sydney,AU,CATII,faa-c060,medium
YSCN,YSCN,Camden Airport,-34.0383,150.6864,Australia/Sydney,AU,CATI,assumed,medium
YSDU,YSDU,Dubbo City Regional Airport,-32.2167,148.575,Australia/Sydney,AU,CATI,assumed,medium
YSHK,YSHK,Shark Bay Airport,-25.8973,113.5758,Australia/Perth,AU,CATI,assumed,medium
YSHL,YSHL,Shellharbour Airport,-34.5611,150.789,Australia/Sydney,AU,CATI,assumed,medium
YSHT,YSHT,Shepparton Airport,-36.4283,145.3915,Australia/Melbourne,AU,CATI,assumed,medium
YSMI,YSMI,Smithton Airport,-40.835,145.084,Australia/Hobart,AU,CATI,assumed,medium
YSNK,YSNK,Snake Bay Airport,-11.4177,130.6485,Australia/Darwin,AU,CATI,assumed,medium
YSNW,YSNW,Naval Air Station Nowra - HMAS Albatross,-34.9466,150.5425,Australia/Sydney,AU,CATI,assumed,medium
YSRI,YSRI,RAAF Base Richmond,-33.6047,150.7831,Australia/Sydney,AU,CATI,aip,medium
YSTW,YSTW,Tamworth Airport,-31.0779,150.8455,Australia/Sydney,AU,CATI,assumed,medium
YSWG,YSWG,Wagga Wagga Airport,-35.1635,147.4683,Australia/Sydney,AU,CATI,assumed,medium
YSWH,YSWH,Swan Hill Airport,-35.3758,143.533,Australia/Melbourne,AU,CATI,assumed,medium
YSWL,YSWL,Stawell Airport,-37.0717,142.741,Australia/Melbourne,AU,CATI,assumed,medium
YTEF,YTEF,Telfer Airport,-21.715,122.229,Australia/Perth,AU,CATI,assumed,medium
YTEM,YTEM,Temora Airport,-34.4214,147.512,Australia/Sydney,AU,CATI,assumed,medium
YTGM,YTGM,Thargomindah Airport,-27.9864,143.8121,Australia/Brisbane,AU,CATI,assumed,medium
YTIB,YTIB,Tibooburra Airport,-29.4511,142.058,Australia/Sydney,AU,CATI,assumed,medium
YTMU,YTMU,Tumut Aerodrome,-35.2683,148.2405,Australia/Sydney,AU,CATI,assumed,medium
YTNG,YTNG,Thangool Airport,-24.4949,150.578,Australia/Brisbane,AU,CATI,assumed,medium
YTNK,YTNK,Tennant Creek Airport,-19.6344,134.183,Australia/Darwin,AU,CATI,assumed,medium
YTRE,YTRE,Taree Airport,-31.8886,152.514,Australia/Sydney,AU,CATI,assumed,medium
YWDH,YWDH,Windorah Airport,-25.4106,142.6684,Australia/Brisbane,AU,CATI,assumed,medium
YWGT,YWGT,Wangaratta Airport,-36.4179,146.3069,Australia/Melbourne,AU,NONE,aip,medium
YWHA,YWHA,Whyalla Airport,-33.0589,137.514,Australia/Adelaide,AU,CATI,assumed,medium
YWKB,YWKB,Warracknabeal Airport,-36.3211,142.419,Australia/Melbourne,AU,CATI,assumed,medium
YWLG,YWLG,Walgett Airport,-30.0328,148.126,Australia/Sydney,AU,CATI,assumed,medium
YWLU,YWLU,Wiluna Airport,-26.6292,120.221,Australia/Perth,AU,CATI,assumed,medium
YWMC,YWMC,William Creek Aerodrome,-28.9059,136.3406,Australia/Adelaide,AU,CATI,assumed,medium
YWRN,YWRN,Warren Airport,-31.7333,147.803,Australia/Sydney,AU,CATI,assumed,medium
YWSL,YWSL,West Sale Airport,-38.0908,146.9653,Australia/Melbourne,AU,CATI,assumed,medium
YWTN,YWTN,Winton Airport,-22.3636,143.086,Australia/Brisbane,AU,CATI,assumed,medium
YWWL,YWWL,West Wyalong Airport,-33.9372,147.191,Australia/Sydney,AU,CATI,assumed,medium
YWYY,YWYY,Wynyard Airport,-40.997,145.726,Australia/Hobart,AU,CATI,assumed,medium
YYNG,YYNG,Young Airport,-34.2556,148.2471,Australia/Sydney,AU,CATI,assumed,medium
UBBI,UBBI,Nasosnaya Air Base,40.5916,49.5574,Asia/Baku,AZ,CATI,assumed,medium
UBBQ,UBBQ,Gabala International Airport,40.8086,47.7254,Asia/Baku,AZ,CATI,assumed,medium
UBBS,UBBS,Khojaly Airport,39.9014,46.787,Asia/Baku,AZ,CATI,assumed,medium
UBBY,UBBY,Zaqatala International Airport,41.5578,46.6695,Asia/Baku,AZ,CATI,assumed,medium
UBLC,UBLC,Lachin International Airport,39.8838,46.3631,Asia/Baku,AZ,CATI,assumed,medium
UBTT,UBTT,Zabrat Airport,40.4949,49.9771,Asia/Baku,AZ,CATI,assumed,medium
VGBR,VGBR,Barisal Airport,22.801,90.3012,Asia/Dhaka,BD,CATI,assumed,medium
VGCB,VGCB,Cox's Bazar Airport,21.4575,91.9633,Asia/Dhaka,BD,CATI,assumed,medium
VGIS,VGIS,Ishurdi Airport,24.1525,89.0494,Asia/Dhaka,BD,CATI,assumed,medium
VGJR,VGJR,Jessore Airport,23.1838,89.1608,Asia/Dhaka,BD,CATI,assumed,medium
VGRJ,VGRJ,Shah Makhdum Airport,24.4372,88.6165,Asia/Dhaka,BD,CATI,assumed,medium
VGSD,VGSD,Saidpur Airport,25.7592,88.9089,Asia/Dhaka,BD,CATI,assumed,medium
EBAW,EBAW,Antwerp International Airport (Deurne),51.1907,4.4632,Europe/Brussels,BE,CATI,assumed,medium
EBBE,EBBE,Beauvechain Air Base,50.7586,4.7683,Europe/Brussels,BE,CATI,assumed,medium
EBBL,EBBL,Kleine Brogel Air Base,51.1683,5.47,Europe/Brussels,BE,CATI,assumed,medium
EBCV,EBCV,Chièvres Air Base,50.5758,3.831,Europe/Brussels,BE,CATI,assumed,medium
EBFN,EBFN,Koksijde Air Base,51.0903,2.6528,Europe/Brussels,BE,CATI,assumed,medium
EBFS,EBFS,Florennes Air Base,50.2433,4.6458,Europe/Brussels,BE,CATI,aip,medium
EBKT,EBKT,Kortrijk-Wevelgem International Airport,50.8189,3.2096,Europe/Brussels,BE,CATI,assumed,medium
EBLG,EBLG,Liège Airport,50.6386,5.4439,Europe/Brussels,BE,CATIII,faa-c060,medium
LBGO,LBGO,Gorna Oryahovitsa Airport,43.1514,25.7129,Europe/Sofia,BG,CATI,assumed,medium
LBIA,LBIA,Bezmer Air Base,42.4549,26.3522,Europe/Sofia,BG,CATI,assumed,medium
LBPG,LBPG,Graf Ignatievo Air Base,42.2904,24.714,Europe/Sofia,BG,CATI,assumed,medium
LBPL,LBPL,Dolna Mitropoliya Air Base,43.4518,24.5024,Europe/Sofia,BG,CATI,assumed,medium
LBWB,LBWB,Balchik Airfield,43.4238,28.1813,Europe/Sofia,BG,CATI,assumed,medium
OBBS,OBBS,Sheik Isa Air Base,25.9184,50.5906,Asia/Bahrain,BH,CATI,assumed,medium
HBBE,HBBE,Gitega Airport,-3.4172,29.9113,Africa/Bujumbura,BI,CATI,assumed,medium
TFFJ,TFFJ,St. Jean Airport,17.9044,-62.8433,America/St_Barthelemy,BL,CATI,assumed,medium
SLBJ,SLBJ,Bermejo Airport,-22.7733,-64.3129,America/La_Paz,BO,CATI,assumed,medium
SLCO,SLCO,Capitán Aníbal Arab Airport,-11.0391,-68.7828,America/La_Paz,BO,CATI,assumed,medium
SLET,SLET,El Trompillo Airport,-17.8116,-63.1715,America/La_Paz,BO,CATI,assumed,medium
SLGM,SLGM,Guayaramerín Airport,-10.8886,-65.381,America/La_Paz,BO,CATI,assumed,medium
SLPO,SLPO,Capitan Nicolas Rojas Airport,-19.5433,-65.7237,America/La_Paz,BO,CATI,assumed,medium
SLPS,SLPS,Capitán Av. Salvador Ogaya G. airport,-18.9753,-57.8206,America/La_Paz,BO,CATI,assumed,medium
SLRI,SLRI,Capitán Av. Selin Zeitun Lopez Airport,-11.0094,-66.0755,America/La_Paz,BO,CATI,assumed,medium
SLSA,SLSA,Santa Ana Del Yacuma Airport,-13.7622,-65.4352,America/La_Paz,BO,CATI,assumed,medium
SLSU,SLSU,Juana Azurduy de Padilla Air Force Base,-19.0071,-65.2887,America/La_Paz,BO,CATI,assumed,medium
SLSV,SLSV,San Ignacio de Velasco Airport,-16.4012,-61.0452,America/La_Paz,BO,CATI,assumed,medium
SLTJ,SLTJ,Capitan Oriel Lea Plaza Airport,-21.5557,-64.7013,America/La_Paz,BO,CATI,assumed,medium
SLTR,SLTR,Teniente Av. Jorge Henrich Arauz Airport,-14.8187,-64.918,America/La_Paz,BO,CATI,assumed,medium
SLVM,SLVM,Teniente Coronel Rafael Pabón Airport,-21.2552,-63.4056,America/La_Paz,BO,CATI,assumed,medium
SLYA,SLYA,Yacuiba Airport,-21.9609,-63.6517,America/La_Paz,BO,CATI,assumed,medium
TNCE,TNCE,F. D. Roosevelt Airport,17.4965,-62.9794,America/Kralendijk,BQ,CATI,assumed,medium
TNCS,TNCS,Juancho E. Yrausquin Airport,17.6453,-63.2205,America/Kralendijk,BQ,CATI,assumed,medium
SBAA,SBAA,Conceição do Araguaia Airport,-8.3483,-49.3015,America/Belem,BR,CATI,assumed,medium
SBAC,SBAC,Aracati Dragão do Mar Regional Airport,-4.5689,-37.8051,America/Fortaleza,BR,CATI,assumed,medium
SBAE,SBAE,Bauru/Arealva–Moussa Nakhal Tobias State Airport,-22.1608,-49.0703,America/Sao_Paulo,BR,CATI,assumed,medium
SBAF,SBAF,Campo Délio Jardim de Mattos Airport,-22.8751,-43.3847,America/Sao_Paulo,BR,CATI,assumed,medium
SBAN,SBAN,Anápolis Airbase,-16.2292,-48.9643,America/Sao_Paulo,BR,CATI,assumed,medium
SBAQ,SBAQ,Araraquara Airport,-21.812,-48.133,America/Sao_Paulo,BR,CATI,assumed,medium
SBAR,SBAR,Aracaju - Santa Maria Airport,-10.9839,-37.0729,America/Maceio,BR,CATI,assumed,medium
SBAT,SBAT,Piloto Osvaldo Marques Dias Airport,-9.8664,-56.1063,America/Cuiaba,BR,CATI,assumed,medium
SBAU,SBAU,Araçatuba Airport,-21.1415,-50.4246,America/Sao_Paulo,BR,CATI,assumed,medium
SBAX,SBAX,Romeu Zema Airport,-19.5632,-46.9604,America/Sao_Paulo,BR,CATI,assumed,medium
SBBG,SBBG,Comandante Gustavo Kraemer Airport,-31.3905,-54.1122,America/Sao_Paulo,BR,CATI,assumed,medium
SBBH,SBBH,Pampulha - Carlos Drummond de Andrade Airport,-19.8507,-43.9503,America/Sao_Paulo,BR,CATI,assumed,medium
SBBI,SBBI,Bacacheri Airport,-25.4051,-49.232,America/Sao_Paulo,BR,CATI,assumed,medium
SBBQ,SBBQ,Major Brigadeiro Doorgal Borges Airport,-21.2672,-43.761,America/Sao_Paulo,BR,CATI,assumed,medium
SBBW,SBBW,Barra do Garças Airport,-15.8614,-52.389,America/Cuiaba,BR,CATI,assumed,medium
SBCA,SBCA,Coronel Adalberto Mendes da Silva Airport,-25.0003,-53.5012,America/Sao_Paulo,BR,CATI,assumed,medium
SBCC,SBCC,Campo de Provas Brigadeiro Veloso,-9.3339,-54.9654,America/Santarem,BR,CATI,assumed,medium
SBCG,SBCG,Campo Grande Airport,-20.47,-54.674,America/Campo_Grande,BR,CATI,assumed,medium
SBCH,SBCH,Serafin Enoss Bertaso Airport,-27.1342,-52.6566,America/Sao_Paulo,BR,CATI,assumed,medium
SBCI,SBCI,Brig. Lysias Augusto Rodrigues Airport,-7.3204,-47.4587,America/Fortaleza,BR,CATI,assumed,medium
SBCJ,SBCJ,Carajás Airport,-6.1178,-50.0034,America/Belem,BR,CATI,assumed,medium
SBCO,SBCO,Canoas Air Force Base,-29.9459,-51.1444,America/Sao_Paulo,BR,CATI,assumed,medium
SBCP,SBCP,Bartolomeu Lisandro Airport,-21.6983,-41.3017,America/Sao_Paulo,BR,CATI,assumed,medium
SBCR,SBCR,Corumbá International Airport,-19.0119,-57.6728,America/Campo_Grande,BR,CATI,assumed,medium
SBCX,SBCX,Hugo Cantergiani Regional Airport,-29.1972,-51.1876,America/Sao_Paulo,BR,CATI,assumed,medium
SBCZ,SBCZ,Cruzeiro do Sul Airport,-7.5999,-72.7695,America/Rio_Branco,BR,CATI,assumed,medium
SBDN,SBDN,Presidente Prudente Airport,-22.1751,-51.4246,America/Sao_Paulo,BR,CATI,assumed,medium
SBEK,SBEK,Jacareacanga Airport,-6.2332,-57.7769,America/Santarem,BR,CATI,assumed,medium
SBFN,SBFN,Fernando de Noronha Airport,-3.8545,-32.423,America/Noronha,BR,CATI,assumed,medium
SBGM,SBGM,Guajará-Mirim Airport,-10.7864,-65.2849,America/Porto_Velho,BR,CATI,assumed,medium
SBGV,SBGV,Coronel Altino Machado Airport,-18.8959,-41.9829,America/Sao_Paulo,BR,CATI,assumed,medium
SBGW,SBGW,Edu Chaves Field,-22.7916,-45.2048,America/Sao_Paulo,BR,CATI,assumed,medium
SBHT,SBHT,Altamira Interstate Airport,-3.2531,-52.2539,America/Santarem,BR,CATI,assumed,medium
SBIC,SBIC,Itacoatiara Airport,-3.1265,-58.4817,America/Manaus,BR,CATI,assumed,medium
SBIH,SBIH,Itaituba Airport,-4.2421,-56.0007,America/Santarem,BR,CATI,assumed,medium
SBIL,SBIL,Bahia - Jorge Amado Airport,-14.8159,-39.0335,America/Bahia,BR,CATI,assumed,medium
SBIP,SBIP,Usiminas Airport,-19.4707,-42.4876,America/Sao_Paulo,BR,CATI,assumed,medium
SBIZ,SBIZ,Prefeito Renato Moreira Airport,-5.5313,-47.46,America/Fortaleza,BR,CATI,assumed,medium
SBJE,SBJE,Comandante Ariston Pessoa Airport,-2.9064,-40.3573,America/Fortaleza,BR,CATI,assumed,medium
SBJF,SBJF,Francisco de Assis Airport,-21.7915,-43.3861,America/Sao_Paulo,BR,CATI,assumed,medium
SBJH,SBJH,São Paulo Catarina Executive Airport,-23.4269,-47.1657,America/Sao_Paulo,BR,CATI,assumed,medium
SBJR,SBJR,Jacarepaguá - Roberto Marinho Airport,-22.9868,-43.3722,America/Sao_Paulo,BR,CATI,assumed,medium
SBJV,SBJV,Lauro Carneiro de Loyola Airport,-26.2245,-48.7974,America/Sao_Paulo,BR,CATI,assumed,medium
SBKG,SBKG,Presidente João Suassuna Airport,-7.2697,-35.8961,America/Fortaleza,BR,CATI,assumed,medium
SBLJ,SBLJ,Lages Airport,-27.7821,-50.2815,America/Sao_Paulo,BR,CATI,assumed,medium
SBLO,SBLO,Governor José Richa Airport,-23.3344,-51.1284,America/Sao_Paulo,BR,CATI,assumed,medium
SBLP,SBLP,Bom Jesus da Lapa Airport,-13.2621,-43.4081,America/Bahia,BR,CATI,assumed,medium
SBMA,SBMA,João Correa da Rocha Airport,-5.3686,-49.138,America/Belem,BR,CATI,assumed,medium
SBMD,SBMD,Monte Dourado - Serra do Areão Airport,-0.8898,-52.6022,America/Santarem,BR,CATI,assumed,medium
SBME,SBME,Macaé Benedito Lacerda Airport,-22.343,-41.766,America/Sao_Paulo,BR,CATI,assumed,medium
SBMG,SBMG,Regional de Maringá - Sílvio Name Júnior Airport,-23.4761,-52.0162,America/Sao_Paulo,BR,CATI,assumed,medium
SBMK,SBMK,Mário Ribeiro Airport,-16.7069,-43.8189,America/Sao_Paulo,BR,CATI,assumed,medium
SBML,SBML,Frank Miloye Milenkowichi–Marília State Airport,-22.1969,-49.9265,America/Sao_Paulo,BR,CATI,assumed,medium
SBMN,SBMN,Ponta Pelada Airport / Manaus Air Base,-3.146,-59.9863,America/Manaus,BR,CATI,assumed,medium
SBMQ,SBMQ,Macapá - Alberto Alcolumbre International Airport,0.0507,-51.0722,America/Belem,BR,CATI,assumed,medium
SBMS,SBMS,Dix-Sept Rosado Airport,-5.2019,-37.3643,America/Fortaleza,BR,CATI,assumed,medium
SBMT,SBMT,Campo de Marte Airport,-23.5091,-46.6378,America/Sao_Paulo,BR,CATI,assumed,medium
SBMY,SBMY,Manicoré Airport,-5.8114,-61.2783,America/Manaus,BR,CATI,assumed,medium
SBNM,SBNM,Santo Ângelo Airport,-28.2825,-54.1696,America/Sao_Paulo,BR,CATI,assumed,medium
SBNT,SBNT,Natal Air Force Base,-5.9114,-35.2477,America/Fortaleza,BR,CATI,assumed,medium
SBOI,SBOI,Oiapoque Airport,3.8541,-51.7971,America/Belem,BR,CATI,assumed,medium
SBPB,SBPB,Parnaíba - Prefeito Doutor João Silva Filho International Airport,-2.8937,-41.732,America/Fortaleza,BR,CATI,assumed,medium
SBPC,SBPC,Poços de Caldas - Embaixador Walther Moreira Salles Airport,-21.8425,-46.5698,America/Sao_Paulo,BR,CATI,assumed,medium
SBPF,SBPF,Lauro Kurtz Airport,-28.244,-52.3278,America/Sao_Paulo,BR,CATI,assumed,medium
SBPG,SBPG,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,-25.1845,-50.1438,America/Sao_Paulo,BR,CATI,assumed,medium
SBPJ,SBPJ,Brigadeiro Lysias Rodrigues Airport,-10.2915,-48.357,America/Araguaina,BR,CATI,assumed,medium
SBPK,SBPK,João Simões Lopes Neto International Airport,-31.7172,-52.3278,America/Sao_Paulo,BR,CATI,assumed,medium
SBPL,SBPL,Senador Nilo Coelho Airport,-9.3624,-40.5691,America/Recife,BR,CATI,assumed,medium
SBPP,SBPP,Ponta Porã Airport,-22.5496,-55.7026,America/Campo_Grande,BR,NONE,aip,medium
SBRD,SBRD,Maestro Marinho Franco Airport,-16.5843,-54.7248,America/Cuiaba,BR,CATI,assumed,medium
SBRP,SBRP,Leite Lopes Airport,-21.1343,-47.7741,America/Sao_Paulo,BR,CATI,assumed,medium
SBSC,SBSC,Santa Cruz Air Force Base,-22.9324,-43.7191,America/Sao_Paulo,BR,CATI,assumed,medium
SBSJ,SBSJ,Professor Urbano Ernesto Stumpf Airport,-23.2292,-45.8615,America/Sao_Paulo,BR,CATI,assumed,medium
SBSM,SBSM,Santa Maria Airport,-29.7114,-53.6882,America/Sao_Paulo,BR,CATI,assumed,medium
SBSN,SBSN,Santarém - Maestro Wilson Fonseca International Airport,-2.4224,-54.7931,America/Santarem,BR,CATI,assumed,medium
SBSR,SBSR,Prof. Eribelto Manoel Reino State Airport,-20.8171,-49.407,America/Sao_Paulo,BR,CATI,assumed,medium
SBST,SBST,Santos Nero Moura Air Base / Guarujá Airport,-23.9282,-46.3002,America/Sao_Paulo,BR,CATI,assumed,medium
SBTA,SBTA,Base de Aviação de Taubaté,-23.0401,-45.5162,America/Sao_Paulo,BR,CATI,assumed,medium
